"uid","浏览量","点赞量","观看作者数","观看作品数","观看作品平均时长","观看配乐数","完整观看数","去过的城市数","观看作品城市数"
54380,8,0,8,8,10.125,7,3,1,8
54381,11,0,11,11,16.6363636363636,11,5,1,11
54383,11,0,11,11,8.54545454545454,11,1,1,9
54384,29,0,29,29,11.5172413793103,27,24,1,25
54386,21,0,21,21,10.2857142857143,21,10,1,14
54388,19,0,19,19,10.4736842105263,18,9,1,18
54389,67,0,64,67,11.089552238806,61,28,1,49
54390,4,0,4,4,15.5,4,2,1,4
54391,1,0,1,1,10,1,1,1,1
54392,2,1,2,2,10,2,2,1,2
54393,29,0,29,29,15.1724137931034,29,12,1,26
54394,7,0,7,7,11,7,5,1,7
54395,9,0,9,9,12.7777777777778,9,5,2,9
54396,13,0,13,13,11.3846153846154,10,4,2,13
54398,44,3,44,44,8.59090909090909,42,17,1,38
54399,2,0,2,2,9.5,2,2,1,2
54400,23,0,22,23,10.3478260869565,21,13,1,19
54401,2,0,2,2,12.5,2,1,1,2
54402,2,0,2,2,10.5,2,1,1,2
54403,1,0,1,1,21,1,0,1,1
54404,9,0,9,9,9.55555555555556,9,6,1,9
54405,1,0,1,1,10,1,0,1,1
54406,12,0,12,12,12.9166666666667,11,10,1,11
54407,15,0,14,15,9.46666666666667,15,10,1,13
54409,13,0,13,13,8.07692307692308,13,6,1,13
54411,3,0,3,3,11.6666666666667,3,2,1,3
54413,24,0,24,24,12.6666666666667,22,16,1,23
54414,5,0,5,5,15.4,5,3,1,5
54415,1,0,1,1,10,1,1,1,1
54416,126,0,123,126,10.1587301587302,115,34,1,84
54417,3,0,3,3,11.6666666666667,3,1,1,3
54419,2,0,2,2,6.5,2,0,1,2
54420,10,0,10,10,10.7,10,4,1,8
54421,63,7,58,63,10.9365079365079,56,37,1,41
54422,9,0,9,9,13.7777777777778,9,4,1,9
54423,16,0,16,16,9.125,15,8,1,15
54424,7,0,7,7,9.42857142857143,7,6,1,7
54425,10,0,10,10,9.3,10,3,1,10
54426,1,0,1,1,20,1,1,1,1
54427,3,0,3,3,12.3333333333333,3,0,1,3
54428,11,0,11,11,9.90909090909091,11,4,1,10
54429,13,0,13,13,15.1538461538462,13,10,1,8
54430,4,0,4,4,12.75,4,2,1,4
54431,5,0,5,5,7,5,2,1,5
54432,8,0,8,8,14.375,8,3,1,7
54433,16,0,16,16,9.4375,16,4,1,16
54435,16,0,16,16,10.25,16,10,1,16
54437,84,0,83,84,11.3095238095238,67,37,1,62
54438,2,0,2,2,23,2,2,1,2
54439,1,0,1,1,4,1,1,1,1
54440,29,0,29,29,11.7586206896552,24,6,1,27
54441,10,0,10,10,9.6,9,4,1,10
54442,15,0,15,15,16.2666666666667,14,6,1,13
54443,6,0,6,6,10.3333333333333,6,5,1,6
54445,1,0,1,1,21,1,1,1,1
54446,1,0,1,1,7,1,1,1,1
54447,2,0,2,2,18,2,1,1,2
54449,15,0,15,15,9.53333333333333,15,12,1,14
54452,21,0,21,21,11.0952380952381,19,9,1,18
54453,51,0,50,51,12.6862745098039,41,22,1,40
54455,2,0,2,2,22,2,0,1,2
54456,2,0,2,2,5.5,2,1,1,2
54457,9,0,9,9,11,9,7,1,9
54458,2,0,2,2,10,2,0,1,2
54459,7,1,7,7,12.4285714285714,7,5,1,7
54460,1,0,1,1,21,1,0,1,1
54461,2,0,2,2,9.5,2,2,1,2
54462,12,0,12,12,14.25,12,11,1,12
54463,9,2,9,9,9.66666666666667,9,0,1,9
54466,11,0,11,11,9.90909090909091,10,5,1,11
54467,33,0,33,33,10.8484848484848,32,16,1,31
54469,10,0,10,10,13.4,10,3,2,10
54470,3,0,3,3,9,3,1,1,3
54471,3,0,3,3,17,3,2,1,3
54472,1,0,1,1,9,1,1,1,1
54474,5,0,5,5,14.8,5,5,1,5
54475,5,0,5,5,6.6,5,0,1,5
54476,15,0,15,15,8.66666666666667,15,7,1,15
54477,3,0,3,3,8.66666666666667,3,2,1,3
54479,3,0,3,3,13,3,1,1,3
54480,5,0,5,5,11,5,2,1,5
54481,18,0,18,18,11.3888888888889,18,5,2,17
54482,7,0,7,7,9.71428571428571,7,4,1,7
54483,27,3,26,27,10.2962962962963,26,21,1,19
54484,3,0,3,3,8.66666666666667,3,0,1,3
54485,7,0,7,7,12.1428571428571,7,2,1,6
54486,11,0,11,11,11.2727272727273,11,5,1,10
54487,2,1,2,2,13,2,2,1,1
54488,4,0,4,4,9.5,4,3,1,4
54489,69,0,68,69,10.8840579710145,60,33,1,44
54490,4,0,4,4,13,4,3,1,4
54492,5,0,5,5,9.2,5,3,1,2
54493,3,0,3,3,14,3,0,1,2
54494,23,0,23,23,10.9565217391304,19,13,1,21
54495,17,0,17,17,10.6470588235294,15,10,1,16
54496,23,0,23,23,10.3478260869565,21,9,1,21
54497,3,0,3,3,7.66666666666667,3,2,1,3
54500,7,0,7,7,17.4285714285714,7,1,1,7
54501,1,0,1,1,20,1,0,1,1
54502,6,0,6,6,14.5,6,5,2,6
54503,9,0,7,9,8.55555555555556,8,1,1,7
54504,8,0,8,8,7.875,8,4,1,8
54507,1,0,1,1,19,1,1,1,1
54508,15,0,15,15,12.3333333333333,14,3,1,15
54509,5,0,5,5,8.6,5,1,1,5
54510,1,0,1,1,9,1,0,1,1
54511,12,0,10,12,11.4166666666667,12,5,2,9
54513,15,0,15,15,15.4,13,8,2,14
54514,1,0,1,1,5,1,0,1,1
54515,11,0,11,11,10,11,9,1,10
54517,2,0,2,2,9.5,2,1,1,2
54518,7,0,7,7,11.8571428571429,7,1,1,7
54519,3,0,3,3,8,3,1,1,3
54520,8,0,8,8,14.625,8,5,1,8
54521,1,0,1,1,10,1,0,1,1
54522,4,0,4,4,11,4,0,1,4
54523,2,0,2,2,4.5,2,1,1,2
54524,13,0,13,13,9.69230769230769,13,7,1,12
54525,16,0,16,16,11.25,13,7,1,14
54526,11,0,11,11,14.3636363636364,11,2,2,11
54529,6,0,6,6,10.6666666666667,6,5,1,6
54530,37,0,37,37,11.6216216216216,32,11,1,31
54531,1,0,1,1,10,1,0,1,1
54532,4,0,4,4,8,4,3,1,4
54533,13,0,13,13,13,13,4,1,13
54535,5,0,5,5,10.4,5,2,1,5
54536,2,0,2,2,9.5,2,1,1,2
54537,10,0,10,10,15.8,9,9,1,10
54538,47,2,47,47,9.93617021276596,46,24,1,37
54539,31,0,30,31,12.2258064516129,31,5,1,25
54540,16,0,15,16,10.5625,16,11,1,13
54542,6,0,6,6,7.16666666666667,6,6,1,6
54543,4,0,4,4,9.25,4,3,1,4
54544,12,0,12,12,14.5833333333333,12,4,1,12
54545,1,0,1,1,7,1,0,1,1
54547,6,0,6,6,10.6666666666667,6,3,1,6
54548,5,0,5,5,11.4,5,3,1,4
54551,2,0,2,2,9.5,2,1,1,2
54552,2,0,2,2,10,2,2,1,2
54553,16,0,16,16,13.8125,16,10,1,16
54554,3,0,3,3,10,3,2,1,3
54555,6,0,6,6,10.3333333333333,6,3,1,6
54556,18,0,18,18,11.6111111111111,15,15,1,17
54557,1,0,1,1,26,1,1,1,1
54558,2,0,2,2,12,2,0,1,2
54559,1,0,1,1,9,1,0,1,1
54560,3,0,3,3,13.6666666666667,3,0,1,3
54561,102,0,99,102,11.0098039215686,88,22,1,71
54563,3,0,3,3,6.33333333333333,3,3,1,3
54564,2,0,2,2,9.5,2,0,1,2
54565,1,0,1,1,10,1,1,1,1
54566,12,0,12,12,8.75,12,5,1,10
54567,5,0,5,5,11.8,5,4,1,4
54568,6,1,6,6,8,5,3,1,6
54570,3,0,3,3,9,3,1,1,3
54571,5,0,5,5,14,5,0,1,5
54573,2,0,2,2,21,2,2,1,2
54574,7,0,7,7,10.5714285714286,7,4,2,7
54576,10,0,10,10,8.3,9,4,1,10
54577,25,0,25,25,9.68,25,15,1,5
54578,2,0,2,2,9,2,1,1,2
54580,2,0,2,2,14,2,0,1,2
54581,2,0,2,2,8.5,2,1,1,2
54582,108,0,103,108,10.3796296296296,76,63,1,57
54583,10,0,10,10,15.9,10,4,1,10
54584,24,0,24,24,9.20833333333333,23,10,2,23
54585,9,0,9,9,11.5555555555556,9,4,1,8
54586,6,0,6,6,11.6666666666667,6,5,1,6
54587,60,0,58,60,10.15,55,26,1,48
54588,1,0,1,1,10,1,0,1,1
54589,23,0,23,23,11.9565217391304,19,2,1,23
54591,15,0,15,15,9.93333333333333,15,10,1,10
54592,3,0,3,3,25,3,2,1,3
54593,2,0,2,2,10,2,2,1,1
54594,14,1,11,14,12.8571428571429,13,4,1,11
54595,7,0,7,7,14.8571428571429,7,3,1,7
54596,7,0,7,7,13.4285714285714,7,1,1,7
54597,22,0,22,22,15.1818181818182,22,14,1,21
54598,14,0,14,14,9.92857142857143,14,7,1,13
54599,2,0,2,2,9.5,2,2,1,2
54600,11,0,10,11,14.5454545454545,11,7,1,10
54601,2,1,2,2,7,2,1,1,2
54602,4,0,4,4,7.75,4,2,1,4
54603,8,0,8,8,10.375,7,5,1,8
54604,35,0,34,35,10.1428571428571,29,17,4,29
54605,10,2,10,10,9.8,10,3,2,10
54606,2,0,2,2,27,2,1,1,2
54608,6,0,6,6,11.1666666666667,6,3,1,5
54609,1,0,1,1,7,1,1,1,1
54610,1,0,1,1,10,1,1,1,1
54611,15,0,15,15,11.9333333333333,15,1,3,15
54612,1,0,1,1,19,1,0,1,1
54613,2,0,2,2,22.5,2,2,1,2
54614,2,0,2,2,8,2,2,1,2
54615,2,0,2,2,24.5,2,2,1,2
54616,2,0,2,2,26.5,2,1,1,2
54617,3,0,3,3,21.6666666666667,3,1,1,3
54618,2,0,2,2,8,2,0,1,2
54619,24,0,24,24,10.0833333333333,23,5,1,21
54620,2,0,2,2,8.5,2,2,1,2
54622,1,0,1,1,6,1,1,1,1
54623,4,0,4,4,8.5,4,1,1,4
54624,5,0,5,5,14.6,5,2,1,5
54625,3,0,3,3,8,3,2,1,3
54627,4,0,4,4,9.25,4,3,1,4
54628,25,0,25,25,9.76,24,13,1,23
54629,1,0,1,1,9,1,1,1,1
54630,7,0,7,7,9.85714285714286,7,1,1,6
54631,4,0,4,4,9,4,4,1,4
54632,19,0,18,19,11.3157894736842,19,4,1,15
54634,18,0,18,18,8.94444444444444,17,4,1,18
54635,19,1,19,19,12.0526315789474,18,12,1,15
54636,6,0,6,6,8.66666666666667,6,4,1,6
54637,1,0,1,1,11,1,0,1,1
54639,4,0,4,4,11.25,4,0,1,4
54640,24,0,24,24,9.625,21,6,1,20
54641,12,0,12,12,12.5833333333333,11,6,1,12
54642,2,0,2,2,11.5,2,2,1,2
54643,3,0,3,3,8,3,1,1,3
54644,14,0,14,14,10.1428571428571,14,4,1,13
54645,17,0,17,17,11.1764705882353,17,9,1,16
54648,2,0,2,2,29.5,2,1,1,2
54649,90,0,89,90,10.9444444444444,81,18,1,60
54651,16,0,16,16,13.3125,16,3,2,14
54652,3,0,3,3,9.33333333333333,3,1,1,3
54653,10,0,10,10,9.7,9,6,1,10
54654,49,0,47,49,11.5510204081633,45,26,4,38
54656,19,7,19,19,9,19,7,1,16
54657,30,0,30,30,11.8333333333333,29,12,1,25
54658,6,0,6,6,11.1666666666667,6,3,1,6
54659,17,0,17,17,10.6470588235294,16,15,1,14
54660,8,0,8,8,14.125,8,5,1,7
54661,7,0,7,7,14.1428571428571,7,6,1,7
54663,2,0,2,2,20.5,2,2,1,2
54664,6,0,6,6,9.5,6,6,1,6
54665,22,0,22,22,12.9545454545455,22,16,1,20
54666,3,0,3,3,8,3,2,1,3
54668,2,0,2,2,8,2,1,1,2
54669,4,0,4,4,12.5,4,2,1,4
54670,7,1,7,7,9.71428571428571,7,6,1,7
54671,7,0,7,7,11.1428571428571,7,2,2,7
54672,27,0,27,27,10.8518518518519,26,9,2,22
54674,3,0,3,3,9,3,0,1,3
54675,5,0,5,5,10.6,4,1,1,5
54676,12,0,12,12,14.3333333333333,12,3,1,11
54677,2,0,2,2,6,2,2,1,2
54678,2,0,2,2,8,2,0,1,2
54679,13,0,13,13,15.2307692307692,13,12,1,13
54680,6,0,6,6,7.16666666666667,5,6,1,6
54681,31,0,30,31,11.1290322580645,29,10,2,27
54682,3,0,3,3,15.3333333333333,3,1,1,3
54683,6,0,6,6,8.5,6,5,1,6
54684,4,0,4,4,8.5,4,2,1,4
54685,19,0,18,19,13.9473684210526,19,6,1,18
54686,12,0,12,12,10.75,12,1,1,12
54687,19,0,18,19,11.6842105263158,18,8,1,15
54688,2,0,2,2,10,2,0,1,2
54689,2,0,2,2,9.5,2,0,1,2
54690,1,0,1,1,10,1,1,1,1
54691,7,0,6,7,11.5714285714286,7,4,1,6
54692,40,0,40,40,9.425,34,21,2,28
54693,29,0,26,29,14.0344827586207,28,13,1,15
54694,13,0,13,13,10.6923076923077,13,4,2,12
54695,3,0,3,3,12.6666666666667,3,1,1,3
54696,26,0,25,26,13.7307692307692,24,16,1,23
54697,2,0,2,2,14,2,0,1,2
54698,1,0,1,1,9,1,1,1,1
54699,2,0,2,2,24.5,2,2,1,2
54701,1,0,1,1,39,1,0,1,1
54702,2,0,2,2,9,2,0,1,2
54703,1,0,1,1,7,1,1,1,1
54704,2,0,2,2,9,2,1,1,2
54705,40,0,40,40,11.45,37,8,1,29
54706,8,0,8,8,11.125,8,5,1,8
54707,34,0,33,34,9.82352941176471,32,9,1,27
54708,42,0,42,42,12.952380952381,36,16,1,36
54710,51,0,50,51,12.8627450980392,46,12,1,42
54711,1,0,1,1,10,1,0,1,1
54712,4,0,4,4,8.75,4,3,1,4
54713,5,0,5,5,8.8,5,2,1,5
54714,17,1,16,17,9.76470588235294,16,9,2,16
54715,1,0,1,1,10,1,0,1,1
54716,8,0,8,8,8.625,8,4,1,8
54717,6,0,6,6,14,6,4,1,6
54719,7,0,7,7,9.14285714285714,7,3,1,7
54720,4,0,4,4,15.5,4,4,1,4
54721,1,0,1,1,9,1,1,1,1
54722,10,0,10,10,9.1,10,8,1,10
54723,3,0,3,3,19.6666666666667,3,1,1,3
54724,4,0,4,4,12.25,4,1,1,4
54725,2,0,2,2,9.5,2,1,1,2
54726,13,0,13,13,13.1538461538462,12,0,1,13
54727,6,0,6,6,9.66666666666667,6,1,1,5
54728,3,0,3,3,8.33333333333333,3,2,1,3
54729,2,0,2,2,10,2,2,1,2
54730,19,0,19,19,10.9473684210526,19,10,1,17
54731,27,0,26,27,12.4444444444444,26,14,2,23
54732,5,0,5,5,12.2,5,0,1,5
54733,4,0,4,4,6,4,4,1,4
54734,2,0,2,2,10,2,0,1,2
54735,6,0,6,6,10.5,6,3,1,6
54736,8,5,8,8,10.5,7,7,1,6
54737,5,0,5,5,8.6,5,1,1,5
54738,46,1,46,46,10.7391304347826,42,18,1,39
54742,84,0,72,84,12,79,37,1,52
54743,1,0,1,1,28,1,1,1,1
54744,4,0,4,4,17.5,4,2,1,4
54746,10,0,10,10,8.8,10,9,1,7
54748,4,0,4,4,15.75,4,2,1,4
54749,13,0,13,13,11.7692307692308,12,6,1,12
54750,6,0,6,6,10.5,6,4,1,6
54752,2,0,2,2,13.5,2,2,1,2
54753,20,1,20,20,12.2,20,9,1,20
54754,14,0,14,14,14.2857142857143,14,8,1,13
54755,4,0,4,4,8.5,4,4,1,4
54756,3,0,3,3,11.6666666666667,3,0,1,3
54757,1,0,1,1,16,1,0,1,1
54758,4,0,4,4,12,4,1,1,4
54760,1,0,1,1,9,1,0,1,1
54762,7,0,7,7,9,6,5,1,7
54764,16,0,15,16,10.75,14,3,1,13
54765,2,0,2,2,16,2,1,1,2
54766,26,0,25,26,10.8076923076923,23,6,1,25
54767,31,0,31,31,12.8709677419355,31,18,1,29
54768,4,0,4,4,9.75,4,3,1,4
54769,2,0,2,2,9,2,1,1,2
54770,40,0,40,40,10.55,32,18,1,35
54771,5,0,5,5,12.8,5,0,1,5
54772,12,0,12,12,13.5833333333333,12,7,4,10
54773,8,0,8,8,17.625,8,4,2,8
54774,8,0,8,8,12.5,8,3,1,7
54775,2,0,2,2,13,2,1,1,2
54776,36,0,36,36,10.8333333333333,35,11,3,28
54777,9,0,9,9,9.88888888888889,8,6,1,9
54778,21,0,21,21,10.3809523809524,21,3,1,21
54779,1,0,1,1,11,1,1,1,1
54780,1,0,1,1,10,1,1,1,1
54781,1,0,1,1,10,1,1,1,1
54782,14,0,14,14,11.2857142857143,14,10,1,11
54783,17,0,17,17,9.94117647058824,17,13,1,17
54784,10,0,10,10,9,10,8,1,10
54785,3,0,3,3,16.6666666666667,3,1,1,3
54786,7,0,7,7,14.1428571428571,7,5,1,7
54787,9,0,9,9,8.11111111111111,9,2,2,9
54789,3,0,3,3,14.3333333333333,3,1,1,3
54790,3,0,3,3,20.3333333333333,3,3,1,3
54791,2,0,2,2,10.5,2,0,1,2
54794,62,1,61,62,11.3064516129032,59,22,1,50
54795,3,0,3,3,8,3,0,1,2
54797,2,0,2,2,20,2,2,1,2
54800,10,0,10,10,12.2,10,5,1,10
54801,4,0,4,4,17.75,4,3,1,3
54802,14,0,14,14,8.42857142857143,13,9,1,8
54803,3,1,3,3,20,3,3,1,3
54804,6,0,6,6,14.3333333333333,6,5,1,6
54805,8,0,8,8,14.375,8,6,1,8
54806,5,0,5,5,28.6,5,4,1,4
54807,5,0,5,5,22.2,5,1,1,5
54808,3,0,3,3,9.66666666666667,3,2,1,3
54809,1,0,1,1,16,1,0,1,1
54810,32,0,32,32,11.21875,29,8,2,25
54812,2,0,2,2,7,2,0,1,1
54813,2,0,2,2,5.5,2,1,1,2
54814,3,0,3,3,8.33333333333333,3,1,1,3
54815,6,0,6,6,12.6666666666667,5,5,1,6
54816,8,0,8,8,12.875,8,5,1,8
54817,6,0,6,6,10,6,6,1,6
54818,2,0,2,2,9,2,1,1,2
54820,1,0,1,1,17,1,0,1,1
54821,190,0,181,190,11.1736842105263,153,24,1,106
54822,5,0,5,5,9,5,2,1,5
54823,13,0,13,13,12.6923076923077,13,8,1,12
54824,11,0,11,11,12.4545454545455,11,2,1,11
54826,4,0,4,4,9,4,1,1,4
54827,3,0,3,3,13.3333333333333,3,2,1,3
54829,1,0,1,1,7,1,1,1,1
54830,1,0,1,1,10,1,0,1,1
54831,5,0,5,5,17,5,3,1,5
54832,3,0,3,3,8.66666666666667,3,1,2,3
54833,19,0,19,19,11.8947368421053,18,10,1,17
54834,9,0,9,9,9.55555555555556,9,7,1,8
54835,16,0,16,16,12.9375,15,5,1,14
54836,19,0,19,19,9.36842105263158,18,11,1,18
54838,23,0,21,23,16.695652173913,22,8,1,18
54840,14,0,14,14,13.0714285714286,13,6,1,14
54841,2,0,2,2,18.5,2,1,1,2
54842,9,0,9,9,7.77777777777778,9,4,1,8
54843,3,0,3,3,13.6666666666667,3,3,1,3
54844,3,0,3,3,9.33333333333333,3,3,1,3
54845,1,0,1,1,10,1,0,1,1
54846,1,0,1,1,7,1,1,1,1
54847,38,2,38,38,10.6052631578947,34,22,1,33
54848,9,0,9,9,14.5555555555556,8,1,1,9
54849,6,0,6,6,14,5,3,1,5
54850,11,0,11,11,11.7272727272727,11,4,1,10
54851,3,0,3,3,22.6666666666667,3,0,1,3
54852,39,0,39,39,10.025641025641,37,23,1,36
54853,21,0,18,21,11.9047619047619,21,17,1,17
54854,6,0,6,6,16.8333333333333,6,4,1,6
54855,6,0,5,6,14.6666666666667,6,3,1,5
54856,9,0,9,9,14.2222222222222,8,7,3,8
54857,36,0,35,36,10.8055555555556,30,18,1,31
54858,5,0,5,5,7.8,5,3,2,3
54859,5,0,5,5,9.8,4,1,2,4
54860,24,0,21,24,11,24,20,1,20
54861,8,0,8,8,8.625,8,0,1,8
54862,18,0,18,18,12.5,16,5,1,17
54863,21,0,21,21,9.42857142857143,20,3,1,9
54865,4,0,4,4,14.5,4,3,1,4
54867,10,0,10,10,10.4,10,5,1,10
54869,6,0,6,6,10.5,6,2,1,6
54870,2,0,2,2,16.5,2,1,2,2
54871,1,0,1,1,26,1,0,1,1
54874,5,0,4,5,9.4,5,4,2,3
54875,31,0,31,31,11.1612903225806,27,14,1,28
54876,4,2,4,4,10.25,4,2,1,4
54877,1,0,1,1,10,1,1,1,1
54878,27,0,27,27,10.7407407407407,26,13,1,24
54879,33,0,32,33,11.0909090909091,28,21,1,30
54880,1,0,1,1,9,1,0,1,1
54881,4,0,4,4,8.5,4,0,1,4
54882,1,0,1,1,7,1,1,1,1
54883,1,1,1,1,10,1,1,1,1
54885,1,0,1,1,9,1,1,1,1
54887,10,0,10,10,11.9,9,3,1,10
54888,8,0,8,8,9.75,8,7,2,8
54889,2,0,2,2,9.5,2,2,1,2
54890,32,0,32,32,9.8125,31,6,1,24
54891,14,0,14,14,9.71428571428571,13,6,1,10
54892,19,0,19,19,10.9473684210526,18,6,1,17
54893,2,0,2,2,8.5,2,2,1,2
54894,7,0,6,7,8.14285714285714,7,5,1,6
54895,3,0,3,3,10.3333333333333,3,2,1,2
54896,24,0,24,24,12,24,10,1,21
54897,3,0,3,3,21,3,2,1,3
54898,47,1,47,47,12.8297872340426,41,20,2,38
54899,7,0,7,7,13.7142857142857,7,3,1,7
54901,1,0,1,1,7,1,0,1,1
54902,12,1,12,12,11.1666666666667,12,11,1,12
54903,3,0,3,3,5.33333333333333,3,3,1,3
54904,11,0,11,11,12.3636363636364,10,4,2,11
54905,5,0,4,5,7.4,5,2,1,4
54906,9,0,9,9,12.1111111111111,9,5,1,9
54907,8,0,8,8,10.5,8,5,1,8
54908,6,0,6,6,14.3333333333333,6,5,1,6
54909,5,0,5,5,8.4,4,4,1,3
54910,7,0,7,7,17,7,7,3,7
54911,23,0,21,23,10.2608695652174,22,16,1,19
54912,4,0,4,4,9.5,4,4,1,4
54913,7,0,7,7,18,7,0,1,6
54914,57,0,54,57,11.5789473684211,43,11,1,44
54915,7,0,7,7,14.4285714285714,7,4,1,7
54917,19,0,19,19,13,19,9,1,16
54918,65,0,63,65,11.5692307692308,56,14,1,49
54919,1,0,1,1,10,1,0,1,1
54920,1,0,1,1,10,1,0,1,1
54921,1,0,1,1,9,1,1,1,1
54922,21,0,21,21,10.8571428571429,21,13,2,17
54925,4,0,4,4,9,4,2,1,4
54926,25,0,25,25,11.2,25,12,3,24
54928,8,0,8,8,12.5,7,3,2,8
54929,4,0,4,4,9.75,4,1,1,4
54930,20,0,20,20,11.45,20,14,1,19
54931,1,0,1,1,7,1,0,1,1
54932,15,0,15,15,10.6,15,10,2,15
54933,1,0,1,1,10,1,0,1,1
54934,2,0,2,2,14,2,0,1,2
54935,7,0,7,7,8,7,2,1,6
54936,6,6,6,6,14.1666666666667,6,4,1,5
54937,10,0,10,10,13.3,10,6,1,10
54939,2,0,2,2,10,2,1,1,2
54940,4,0,4,4,12.75,4,3,2,4
54941,3,0,3,3,19.3333333333333,3,2,1,3
54942,3,0,3,3,8.66666666666667,3,2,1,3
54945,12,0,11,12,12.1666666666667,12,7,1,9
54946,6,0,6,6,21.3333333333333,6,6,1,6
54947,20,0,20,20,9.9,20,11,1,18
54948,9,0,9,9,12.7777777777778,9,0,1,8
54949,18,0,18,18,10.9444444444444,17,4,2,15
54950,37,0,34,37,11,35,18,1,30
54952,2,0,2,2,15,2,0,1,2
54954,2,0,2,2,7,2,1,1,2
54956,1,0,1,1,9,1,0,1,1
54957,2,0,2,2,11.5,2,0,1,2
54958,6,0,6,6,12,6,3,1,6
54959,2,0,2,2,9.5,2,1,1,2
54961,4,0,4,4,17,4,2,1,4
54962,23,0,22,23,9.52173913043478,20,20,1,20
54963,1,0,1,1,4,1,0,1,1
54964,9,0,9,9,12.6666666666667,9,8,1,9
54965,8,0,8,8,16.375,8,3,1,8
54966,1,0,1,1,40,1,0,1,1
54967,51,0,51,51,10.3333333333333,48,4,1,43
54968,1,0,1,1,5,1,1,1,1
54970,36,0,36,36,14.1388888888889,32,14,1,33
54971,8,0,8,8,10.25,8,3,1,8
54972,8,0,8,8,8.625,8,4,1,8
54973,1,0,1,1,9,1,0,1,1
54974,37,0,36,37,10.6486486486486,34,20,1,32
54975,21,0,21,21,12.8571428571429,18,12,1,20
54976,6,0,6,6,14.8333333333333,6,4,1,5
54978,18,0,17,18,11.7777777777778,16,8,1,15
54979,1,0,1,1,10,1,0,1,1
54980,2,0,2,2,24.5,2,1,1,2
54981,10,0,10,10,12.4,10,3,1,10
54983,9,0,9,9,12.8888888888889,9,8,1,8
54984,25,0,25,25,10.04,24,12,1,22
54986,4,0,4,4,12.25,4,0,1,4
54987,6,0,6,6,9.66666666666667,6,5,1,5
54988,26,0,26,26,11.0769230769231,24,7,1,25
54989,1,0,1,1,10,1,1,1,1
54990,1,0,1,1,9,1,1,1,1
54991,2,0,2,2,8,2,1,1,2
54992,25,0,21,25,10.84,24,8,3,15
54993,2,0,2,2,8.5,2,0,1,2
54995,3,0,3,3,6.66666666666667,3,3,1,3
54997,3,0,3,3,18.6666666666667,3,3,1,3
54998,2,0,2,2,9.5,2,0,1,2
54999,3,0,3,3,17,3,1,1,3
55000,1,0,1,1,40,1,1,1,1
55001,2,0,2,2,10,2,1,1,2
55002,8,0,8,8,8.75,8,1,1,7
55004,2,0,2,2,18.5,2,1,1,2
55006,4,0,4,4,9,4,0,1,4
55007,3,0,3,3,8.66666666666667,3,2,1,3
55008,6,0,6,6,12.6666666666667,6,4,1,6
55009,5,0,5,5,11.4,5,2,1,5
55010,8,0,8,8,11.25,8,4,2,8
55011,3,0,3,3,14,3,1,1,3
55012,4,0,4,4,12.75,4,4,1,4
55013,6,0,6,6,8.33333333333333,5,0,1,6
55015,2,0,2,2,9.5,2,2,1,2
55017,15,0,15,15,10.4,15,3,1,14
55018,1,0,1,1,10,1,0,1,1
55019,1,0,1,1,5,1,1,1,1
55020,10,0,10,10,8.9,10,5,1,7
55021,2,0,2,2,23,2,0,2,2
55024,2,0,2,2,10.5,2,1,1,2
55026,9,1,9,9,13.1111111111111,9,4,1,9
55027,5,0,5,5,9.6,5,4,1,5
55028,3,0,3,3,9.66666666666667,3,1,1,3
55029,14,0,14,14,9.64285714285714,13,4,1,14
55030,1,0,1,1,39,1,0,1,1
55031,1,0,1,1,9,1,0,1,1
55032,25,0,25,25,13.32,24,10,1,23
55033,1,0,1,1,9,1,1,1,1
55034,2,0,2,2,24,2,1,1,2
55035,21,0,21,21,10.047619047619,20,4,1,15
55036,4,0,4,4,12,4,3,1,4
55037,16,0,16,16,10.125,15,3,1,16
55038,9,0,9,9,10.3333333333333,9,6,2,9
55039,4,0,4,4,16.25,4,2,1,4
55040,6,0,6,6,10.5,6,0,1,6
55042,2,0,2,2,10,2,0,1,2
55043,14,0,14,14,10.3571428571429,14,12,1,13
55044,12,0,12,12,12.3333333333333,12,11,1,12
55045,9,0,9,9,8.88888888888889,8,8,1,9
55046,3,0,3,3,9.66666666666667,3,2,1,3
55048,29,0,29,29,14.2758620689655,25,12,1,24
55049,2,0,2,2,7.5,2,1,1,2
55051,21,0,21,21,9.66666666666667,21,20,1,20
55052,4,0,4,4,7.5,4,2,2,4
55053,20,1,20,20,12.3,20,9,2,17
55056,12,0,12,12,15.9166666666667,12,6,1,12
55057,10,0,10,10,10.2,10,10,1,10
55058,5,0,5,5,8.4,5,5,1,5
55059,35,0,35,35,12.0857142857143,34,17,1,30
55060,18,0,17,18,9.5,18,3,2,17
55061,43,0,38,43,10.8372093023256,38,11,1,21
55062,11,0,11,11,11.0909090909091,11,6,2,11
55064,5,0,5,5,10.6,5,1,1,5
55065,3,0,3,3,10,3,2,1,3
55066,4,0,4,4,12.25,4,3,1,3
55067,2,0,2,2,9.5,2,2,1,2
55070,8,0,8,8,6.5,8,5,1,8
55071,13,0,13,13,9,13,1,1,12
55073,23,0,23,23,13.5217391304348,23,15,1,19
55076,3,0,3,3,10,3,2,1,3
55077,27,0,26,27,11.1851851851852,25,24,3,24
